Edad,Edad Victima,Sexo,Año agresión,Lugar de residencia,Composicion del hogar,Grado de consanguinidad de persona a cargo,Numero de personas con quienes vive,Profesion persona a cargo,Nivel escolar,Rendimiento academico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contacto de forma inapropiada en redes,Involucrado en otros incidentes de agresion,Conocia a la victima,Antecedentes penales o disciplinarios,Trastorno psicologico o adiccion,Atencion psicologica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia fisica o amenazas,Actuo solo o con otras personas,Edad inicio consumo pornografico,Contenido violento o explicito en material
15,13,Masculino,2019,Los Martires,Monoparental,Tios,5,Independiente,Universitario,8,Si,No,Si,Si,No,Si,No,Si,Si,Si,No,Premeditado,No,Solo,9,No
15,13,Femenino,2024,Chapinero,Monoparental,Hermanos,7,Ambulante,Secundaria,6,No,Si,Si,Si,No,No,Si,No,Si,No,No,Premeditado,No,Con otras personas,7,Si
13,7,Femenino,2023,Los Martires,Nuclear,Otros familiares,5,Profesional,Universitario,9,No,Si,No,No,No,Si,No,No,No,Si,No,Premeditado,No,Con otras personas,14,Si
15,11,Femenino,2018,Teusaquillo,Nuclear,Otros familiares,4,Independiente,Universitario,5,Si,Si,Si,Si,No,No,Si,Si,No,No,No,Premeditado,Si,Solo,10,Si
16,7,Femenino,2023,Barrios Unidos,Monoparental,Otros familiares,4,Ambulante,Primaria,6,Si,No,No,Si,Si,Si,No,Si,No,No,No,Premeditado,Si,Con otras personas,11,Si
17,10,Femenino,2022,Barrios Unidos,Nuclear,Padres,4,Independiente,Secundaria,3,No,Si,Si,No,No,No,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,6,No
13,12,Femenino,2016,Barrios Unidos,Monoparental,Tios,3,Desempleado,Primaria,4,Si,Si,No,Si,Si,No,No,Si,No,No,No,Premeditado,No,Con otras personas,10,Si
15,9,Femenino,2023,Barrios Unidos,Extendida,Otros familiares,4,Empleado,Primaria,9,Si,Si,Si,No,Si,No,Si,No,No,Si,No,Premeditado,Si,Solo,10,No
15,10,Masculino,2018,Bosa,Extendida,Padres,6,Profesional,Secundaria,9,Si,Si,No,No,Si,Si,No,Si,No,Si,Si,Impulsivo,Si,Con otras personas,6,No
14,11,Femenino,2020,Puente Aranda,Extendida,Hermanos,7,Independiente,Primaria,1,Si,No,No,No,Si,No,Si,No,No,No,Si,Premeditado,Si,Con otras personas,14,Si
16,13,Masculino,2020,Tunjuelito,Monoparental,Tios,7,Desempleado,Secundaria,4,No,No,Si,Si,Si,No,Si,Si,Si,No,Si,Premeditado,No,Solo,13,Si
14,8,Masculino,2020,Teusaquillo,Nuclear,Padres,7,Profesional,Tecnico,3,Si,No,Si,No,No,No,Si,Si,Si,No,Si,Impulsivo,Si,Solo,7,No
14,12,Masculino,2017,Ciudad Bolivar,Nuclear,Padres,1,Empleado,Tecnico,5,No,Si,No,Si,No,No,No,No,No,Si,No,Impulsivo,Si,Con otras personas,9,Si
14,10,Masculino,2018,Teusaquillo,Nuclear,Tios,1,Empleado,Primaria,3,No,Si,No,No,Si,No,Si,No,No,Si,No,Premeditado,Si,Con otras personas,13,No
13,13,Masculino,2015,Los Martires,Nuclear,Tios,6,Obrero,Tecnico,6,Si,Si,No,Si,Si,No,Si,No,No,Si,No,Premeditado,Si,Solo,14,Si
15,9,Femenino,2015,Los Martires,Extendida,Abuelos,4,Obrero,Universitario,8,Si,No,No,No,Si,No,No,Si,No,Si,Si,Impulsivo,Si,Solo,7,Si
15,9,Femenino,2023,Usme,Extendida,Otros familiares,4,Profesional,Tecnico,5,Si,No,Si,No,No,Si,No,No,Si,Si,Si,Premeditado,Si,Con otras personas,8,Si
16,8,Femenino,2022,Suba,Monoparental,Abuelos,3,Agricultor,Primaria,4,No,Si,No,Si,No,Si,No,Si,Si,No,Si,Impulsivo,Si,Solo,13,Si
15,13,Masculino,2019,Usaquen,Monoparental,Tios,4,Obrero,Universitario,2,No,Si,Si,Si,Si,Si,No,No,No,Si,Si,Impulsivo,No,Solo,7,Si
16,8,Masculino,2021,Tunjuelito,Extendida,Otros familiares,7,Ambulante,Primaria,3,Si,No,No,Si,No,No,Si,Si,Si,No,No,Impulsivo,Si,Solo,12,Si
14,7,Masculino,2020,Usme,Extendida,Hermanos,3,Profesional,Primaria,7,No,Si,No,Si,No,No,No,No,No,No,No,Premeditado,No,Con otras personas,7,Si
13,9,Masculino,2020,Sumapaz,Extendida,Padres,5,Desempleado,Tecnico,5,No,Si,No,Si,Si,No,No,Si,Si,Si,No,Impulsivo,No,Solo,13,Si
15,11,Masculino,2017,Barrios Unidos,Extendida,Padres,7,Empleado,Secundaria,7,No,No,Si,No,Si,Si,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,10,No
15,12,Masculino,2016,Sumapaz,Extendida,Abuelos,5,Independiente,Secundaria,9,Si,Si,Si,No,No,No,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,8,Si
16,9,Femenino,2017,Sumapaz,Nuclear,Padres,1,Desempleado,Universitario,2,No,No,Si,Si,No,No,No,Si,No,No,No,Premeditado,Si,Con otras personas,13,Si
16,9,Femenino,2016,Suba,Extendida,Tios,7,Independiente,Primaria,1,No,Si,No,Si,Si,Si,No,No,No,Si,Si,Premeditado,Si,Con otras personas,13,Si
14,11,Masculino,2020,Fontibon,Nuclear,Padres,6,Agricultor,Primaria,2,No,Si,No,Si,No,No,No,Si,Si,No,Si,Impulsivo,No,Solo,9,Si
17,13,Masculino,2016,Puente Aranda,Monoparental,Padres,7,Independiente,Secundaria,2,No,Si,Si,No,No,No,Si,No,No,Si,Si,Premeditado,Si,Con otras personas,8,No
15,7,Femenino,2022,Engativa,Nuclear,Tios,4,Desempleado,Primaria,4,Si,Si,No,No,No,No,Si,No,No,No,No,Impulsivo,No,Con otras personas,13,Si
14,8,Masculino,2016,La Candelaria,Monoparental,Tios,3,Obrero,Primaria,4,Si,Si,Si,No,Si,No,No,Si,No,No,Si,Premeditado,Si,Con otras personas,10,Si
17,9,Masculino,2016,Barrios Unidos,Extendida,Otros familiares,7,Obrero,Primaria,6,Si,No,No,Si,No,No,No,Si,Si,No,No,Premeditado,Si,Con otras personas,12,Si
15,12,Masculino,2024,Engativa,Extendida,Tios,3,Profesional,Primaria,8,No,No,Si,No,Si,No,No,No,No,No,Si,Impulsivo,Si,Con otras personas,13,No
14,12,Masculino,2022,Barrios Unidos,Extendida,Abuelos,1,Empleado,Primaria,3,Si,Si,No,Si,No,No,No,No,Si,No,No,Premeditado,Si,Solo,13,Si
16,10,Femenino,2017,Chapinero,Extendida,Padres,7,Empleado,Secundaria,9,Si,Si,Si,No,No,No,No,No,No,No,Si,Impulsivo,No,Con otras personas,9,Si
13,9,Masculino,2021,Los Martires,Extendida,Tios,1,Independiente,Primaria,2,No,No,Si,Si,No,Si,Si,No,Si,No,No,Premeditado,No,Con otras personas,8,Si
16,9,Femenino,2016,Kennedy,Nuclear,Hermanos,5,Desempleado,Primaria,1,Si,Si,No,Si,No,Si,Si,No,No,No,Si,Impulsivo,Si,Solo,6,Si
14,7,Masculino,2020,Kennedy,Monoparental,Abuelos,7,Profesional,Universitario,8,No,Si,No,Si,Si,Si,Si,Si,No,No,No,Premeditado,No,Con otras personas,8,Si
16,9,Femenino,2023,Kennedy,Nuclear,Tios,3,Independiente,Primaria,2,No,Si,Si,Si,No,Si,No,Si,No,Si,Si,Premeditado,Si,Con otras personas,7,Si
13,12,Femenino,2017,Antonio Narino,Monoparental,Otros familiares,2,Desempleado,Secundaria,7,No,Si,Si,No,No,Si,No,Si,Si,Si,No,Premeditado,No,Solo,7,Si
16,11,Femenino,2015,Usme,Monoparental,Abuelos,1,Desempleado,Primaria,5,No,Si,Si,Si,No,Si,No,Si,Si,Si,No,Premeditado,No,Con otras personas,13,No
15,13,Masculino,2018,Engativa,Monoparental,Otros familiares,3,Independiente,Universitario,7,No,Si,No,Si,Si,No,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,14,No
13,13,Masculino,2023,Chapinero,Nuclear,Hermanos,3,Profesional,Universitario,7,Si,No,Si,Si,No,Si,Si,Si,Si,No,Si,Impulsivo,No,Con otras personas,10,No
16,7,Femenino,2019,Usaquen,Monoparental,Abuelos,2,Desempleado,Universitario,8,No,Si,Si,Si,Si,No,Si,No,No,No,Si,Premeditado,Si,Con otras personas,6,No
13,11,Masculino,2021,Barrios Unidos,Nuclear,Otros familiares,5,Profesional,Secundaria,9,No,Si,No,Si,No,Si,Si,No,No,Si,Si,Premeditado,No,Con otras personas,8,Si
13,13,Masculino,2018,Usme,Nuclear,Tios,5,Ambulante,Primaria,5,Si,No,No,Si,Si,No,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,14,Si
16,13,Femenino,2017,Barrios Unidos,Nuclear,Abuelos,2,Ambulante,Universitario,6,Si,No,No,No,Si,No,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,11,No
17,8,Masculino,2020,La Candelaria,Monoparental,Tios,7,Independiente,Primaria,9,Si,No,No,Si,Si,Si,No,No,Si,Si,No,Impulsivo,Si,Con otras personas,12,No
15,9,Masculino,2015,Suba,Monoparental,Tios,5,Agricultor,Tecnico,5,No,Si,Si,Si,Si,No,Si,Si,No,Si,Si,Impulsivo,No,Solo,13,Si
16,12,Masculino,2023,Teusaquillo,Extendida,Otros familiares,5,Empleado,Secundaria,6,Si,No,No,No,No,No,Si,No,Si,No,No,Impulsivo,No,Con otras personas,11,Si
16,10,Masculino,2024,Antonio Narino,Monoparental,Padres,3,Independiente,Universitario,8,Si,No,No,No,No,Si,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,12,Si
17,11,Femenino,2016,La Candelaria,Nuclear,Otros familiares,3,Ambulante,Tecnico,8,No,No,Si,No,No,Si,Si,Si,Si,Si,No,Impulsivo,No,Con otras personas,11,No
15,13,Masculino,2015,Usme,Monoparental,Padres,6,Agricultor,Primaria,8,Si,Si,No,Si,Si,Si,No,No,No,Si,No,Impulsivo,No,Con otras personas,6,Si
17,7,Femenino,2016,Chapinero,Monoparental,Tios,4,Independiente,Tecnico,7,Si,Si,Si,No,No,Si,Si,No,No,No,Si,Premeditado,No,Solo,9,Si
14,7,Femenino,2024,Rafael Uribe Uribe,Monoparental,Padres,6,Independiente,Universitario,9,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Premeditado,No,Con otras personas,10,No
16,13,Femenino,2017,Rafael Uribe Uribe,Extendida,Padres,5,Independiente,Primaria,4,Si,No,No,No,No,Si,Si,No,No,No,Si,Impulsivo,Si,Con otras personas,6,Si
16,12,Femenino,2018,Santa Fe,Nuclear,Abuelos,7,Desempleado,Secundaria,4,No,No,Si,No,Si,No,No,Si,No,No,No,Impulsivo,Si,Solo,9,No
14,7,Femenino,2017,Usaquen,Extendida,Padres,6,Profesional,Primaria,9,No,No,Si,No,Si,No,Si,Si,No,No,Si,Impulsivo,No,Con otras personas,8,No
16,13,Masculino,2015,Chapinero,Monoparental,Tios,7,Profesional,Tecnico,6,No,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Impulsivo,No,Con otras personas,8,Si
17,12,Femenino,2019,Sumapaz,Nuclear,Otros familiares,7,Agricultor,Universitario,3,Si,Si,Si,Si,Si,No,Si,No,Si,Si,Si,Premeditado,No,Solo,10,Si
13,7,Femenino,2018,Kennedy,Monoparental,Abuelos,2,Desempleado,Universitario,5,Si,No,Si,No,No,Si,Si,No,Si,No,No,Premeditado,Si,Solo,6,No
13,10,Masculino,2024,Usme,Extendida,Otros familiares,7,Empleado,Secundaria,3,Si,Si,Si,Si,No,No,Si,No,Si,No,Si,Premeditado,Si,Solo,12,No
17,8,Femenino,2021,Barrios Unidos,Extendida,Otros familiares,3,Independiente,Primaria,3,Si,Si,Si,No,No,Si,No,Si,No,Si,Si,Premeditado,No,Con otras personas,14,No
17,10,Masculino,2023,Santa Fe,Nuclear,Padres,7,Empleado,Universitario,9,Si,No,No,No,No,Si,No,Si,No,No,No,Impulsivo,Si,Solo,6,Si
14,7,Masculino,2019,Puente Aranda,Extendida,Abuelos,3,Empleado,Secundaria,5,No,No,No,No,No,Si,Si,No,No,No,No,Premeditado,Si,Con otras personas,8,Si
16,12,Masculino,2021,San Cristobal,Nuclear,Otros familiares,7,Agricultor,Tecnico,1,Si,Si,No,Si,Si,No,No,No,Si,Si,No,Premeditado,Si,Con otras personas,10,Si
16,9,Femenino,2021,Suba,Nuclear,Abuelos,6,Ambulante,Primaria,1,No,No,Si,Si,Si,Si,No,No,No,No,Si,Impulsivo,Si,Con otras personas,6,Si
14,7,Masculino,2018,Fontibon,Monoparental,Padres,2,Profesional,Tecnico,5,No,Si,No,No,Si,Si,Si,No,No,Si,No,Premeditado,Si,Solo,13,Si
17,7,Masculino,2017,Santa Fe,Extendida,Otros familiares,6,Obrero,Tecnico,8,No,Si,No,Si,No,No,No,No,No,Si,Si,Premeditado,Si,Solo,14,Si
16,10,Masculino,2018,Fontibon,Extendida,Padres,5,Independiente,Secundaria,3,No,Si,No,Si,Si,Si,No,Si,Si,No,Si,Premeditado,No,Con otras personas,6,No
15,13,Femenino,2023,Los Martires,Extendida,Otros familiares,5,Empleado,Tecnico,5,No,Si,No,No,Si,Si,No,Si,No,No,Si,Premeditado,Si,Con otras personas,8,No
14,9,Masculino,2020,Usaquen,Extendida,Tios,6,Obrero,Tecnico,8,No,No,Si,No,Si,Si,No,Si,No,Si,No,Impulsivo,No,Con otras personas,7,Si
17,12,Masculino,2015,Chapinero,Monoparental,Abuelos,6,Desempleado,Secundaria,9,Si,No,Si,No,No,No,No,No,Si,No,No,Impulsivo,Si,Solo,6,Si
13,10,Masculino,2019,Usme,Extendida,Padres,1,Ambulante,Tecnico,1,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Premeditado,Si,Solo,10,Si
17,13,Masculino,2022,Santa Fe,Nuclear,Abuelos,3,Empleado,Universitario,8,Si,No,No,Si,No,No,No,No,Si,No,Si,Premeditado,No,Solo,9,No
17,9,Femenino,2024,San Cristobal,Extendida,Abuelos,4,Ambulante,Primaria,6,Si,Si,No,Si,No,Si,No,Si,No,No,Si,Impulsivo,No,Solo,13,No
14,12,Femenino,2023,Engativa,Monoparental,Otros familiares,5,Empleado,Secundaria,7,No,No,No,Si,No,No,Si,No,No,No,Si,Premeditado,Si,Con otras personas,11,Si
15,13,Masculino,2015,Barrios Unidos,Extendida,Hermanos,5,Empleado,Tecnico,8,Si,Si,Si,Si,No,No,Si,Si,Si,No,Si,Impulsivo,Si,Con otras personas,11,No
14,12,Masculino,2020,Teusaquillo,Monoparental,Abuelos,7,Independiente,Primaria,7,Si,Si,No,No,No,No,No,Si,No,Si,No,Impulsivo,Si,Con otras personas,6,Si
16,10,Masculino,2016,Usaquen,Nuclear,Abuelos,5,Independiente,Secundaria,8,Si,No,No,No,Si,Si,No,Si,No,No,No,Premeditado,No,Solo,8,Si
16,11,Masculino,2017,San Cristobal,Extendida,Padres,3,Empleado,Tecnico,1,Si,No,Si,Si,Si,No,Si,Si,No,Si,Si,Premeditado,No,Solo,10,Si
15,12,Femenino,2019,Kennedy,Extendida,Padres,6,Profesional,Primaria,9,Si,No,No,Si,Si,Si,No,Si,No,No,Si,Premeditado,Si,Solo,13,Si
13,12,Femenino,2020,Ciudad Bolivar,Nuclear,Abuelos,3,Empleado,Secundaria,5,Si,No,No,No,No,No,No,No,Si,No,No,Premeditado,No,Solo,10,No
17,13,Femenino,2024,Usme,Extendida,Padres,7,Agricultor,Primaria,8,Si,Si,Si,No,No,No,Si,Si,Si,Si,Si,Premeditado,No,Con otras personas,13,No
13,8,Masculino,2020,Engativa,Nuclear,Abuelos,6,Obrero,Tecnico,5,No,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Premeditado,No,Con otras personas,12,No
15,9,Femenino,2017,Santa Fe,Extendida,Abuelos,4,Desempleado,Secundaria,2,Si,No,Si,No,No,No,No,No,Si,Si,No,Impulsivo,No,Con otras personas,6,No
15,11,Femenino,2017,Bosa,Extendida,Abuelos,2,Agricultor,Secundaria,4,No,Si,No,No,No,No,No,No,Si,Si,Si,Impulsivo,Si,Solo,12,No
15,7,Masculino,2016,Chapinero,Nuclear,Tios,1,Profesional,Secundaria,8,No,Si,Si,Si,No,No,Si,Si,No,Si,Si,Impulsivo,Si,Solo,6,Si
15,10,Femenino,2020,Ciudad Bolivar,Extendida,Padres,6,Desempleado,Universitario,2,No,No,No,Si,No,Si,Si,No,No,Si,Si,Impulsivo,Si,Solo,14,No
14,12,Femenino,2022,Fontibon,Monoparental,Otros familiares,2,Profesional,Primaria,3,No,Si,Si,No,Si,No,Si,Si,No,Si,Si,Impulsivo,No,Con otras personas,9,Si
13,9,Masculino,2022,Tunjuelito,Monoparental,Tios,3,Empleado,Primaria,6,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,Impulsivo,No,Con otras personas,10,No
13,7,Femenino,2016,La Candelaria,Monoparental,Hermanos,6,Empleado,Tecnico,1,No,No,Si,Si,Si,No,No,No,Si,No,Si,Impulsivo,No,Con otras personas,7,No
14,8,Masculino,2021,Suba,Nuclear,Otros familiares,7,Desempleado,Secundaria,7,Si,No,No,No,Si,Si,Si,No,No,Si,Si,Premeditado,No,Con otras personas,9,Si
17,13,Femenino,2022,Santa Fe,Extendida,Padres,5,Agricultor,Primaria,2,Si,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Premeditado,No,Con otras personas,14,Si
16,13,Femenino,2023,Sumapaz,Monoparental,Abuelos,2,Ambulante,Universitario,1,No,Si,Si,No,No,No,No,No,No,No,Si,Impulsivo,Si,Solo,9,Si
16,9,Masculino,2021,Ciudad Bolivar,Monoparental,Padres,4,Obrero,Secundaria,8,No,No,No,No,No,Si,Si,No,Si,No,No,Premeditado,No,Con otras personas,14,Si
15,9,Masculino,2024,Santa Fe,Extendida,Tios,7,Agricultor,Tecnico,4,Si,Si,No,No,No,Si,Si,Si,No,Si,No,Premeditado,No,Solo,11,Si
14,11,Femenino,2020,Los Martires,Extendida,Padres,7,Profesional,Tecnico,6,No,Si,Si,No,No,No,Si,Si,Si,No,No,Premeditado,Si,Con otras personas,7,No
15,11,Masculino,2021,Teusaquillo,Monoparental,Tios,4,Ambulante,Primaria,2,No,Si,No,No,Si,No,No,Si,Si,No,No,Premeditado,No,Con otras personas,9,Si
13,13,Femenino,2021,Los Martires,Extendida,Hermanos,7,Independiente,Primaria,7,Si,Si,No,Si,Si,Si,Si,Si,No,No,Si,Premeditado,Si,Solo,11,Si
16,12,Masculino,2020,Kennedy,Extendida,Otros familiares,5,Ambulante,Universitario,4,No,Si,No,No,Si,No,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,8,Si
14,8,Femenino,2018,Kennedy,Extendida,Tios,5,Profesional,Universitario,4,Si,Si,No,No,Si,No,No,No,No,Si,No,Impulsivo,Si,Con otras personas,7,No
13,12,Masculino,2021,Sumapaz,Nuclear,Otros familiares,6,Empleado,Secundaria,3,Si,Si,No,No,No,No,No,Si,Si,No,No,Premeditado,Si,Con otras personas,8,No
14,12,Femenino,2017,Puente Aranda,Extendida,Otros familiares,1,Independiente,Secundaria,6,No,Si,No,Si,No,No,Si,Si,No,Si,No,Premeditado,No,Con otras personas,6,Si
14,7,Femenino,2021,Rafael Uribe Uribe,Monoparental,Padres,4,Independiente,Tecnico,6,Si,Si,Si,Si,Si,No,No,No,Si,No,Si,Impulsivo,Si,Solo,13,No
14,11,Masculino,2017,Kennedy,Nuclear,Abuelos,5,Obrero,Tecnico,2,Si,Si,No,No,No,Si,Si,Si,No,Si,No,Impulsivo,No,Con otras personas,7,No
17,7,Femenino,2018,Usaquen,Extendida,Padres,5,Independiente,Secundaria,2,Si,No,Si,Si,Si,No,No,Si,Si,Si,Si,Premeditado,Si,Solo,6,Si
16,7,Femenino,2021,Kennedy,Extendida,Abuelos,5,Empleado,Primaria,4,No,No,Si,No,No,No,No,Si,No,No,Si,Impulsivo,No,Solo,14,No
13,12,Femenino,2023,Bosa,Extendida,Otros familiares,6,Profesional,Tecnico,8,Si,No,No,No,No,No,No,Si,No,No,Si,Premeditado,Si,Solo,6,Si
15,10,Masculino,2021,Sumapaz,Extendida,Padres,2,Profesional,Secundaria,6,Si,Si,Si,Si,No,Si,No,Si,No,No,Si,Impulsivo,Si,Solo,11,Si
16,7,Femenino,2016,San Cristobal,Monoparental,Hermanos,6,Desempleado,Universitario,1,No,Si,No,Si,Si,Si,No,No,No,Si,No,Premeditado,Si,Con otras personas,11,Si
13,13,Masculino,2022,Teusaquillo,Nuclear,Padres,7,Profesional,Primaria,6,Si,Si,Si,Si,Si,No,No,Si,Si,Si,No,Impulsivo,Si,Con otras personas,14,Si
14,8,Masculino,2021,Puente Aranda,Extendida,Abuelos,6,Obrero,Secundaria,1,Si,No,Si,Si,Si,Si,No,Si,No,No,No,Impulsivo,No,Solo,9,No
15,7,Masculino,2019,Los Martires,Extendida,Tios,1,Ambulante,Tecnico,3,Si,Si,Si,No,No,Si,No,Si,Si,Si,Si,Impulsivo,No,Solo,7,No
14,13,Femenino,2016,Teusaquillo,Nuclear,Padres,7,Empleado,Tecnico,5,No,Si,Si,No,No,No,No,Si,Si,Si,No,Premeditado,Si,Con otras personas,8,Si
13,13,Femenino,2015,Usme,Nuclear,Hermanos,3,Ambulante,Tecnico,2,Si,Si,Si,Si,Si,Si,No,No,Si,Si,No,Impulsivo,No,Solo,6,Si
17,12,Femenino,2016,Usaquen,Nuclear,Tios,7,Empleado,Tecnico,5,Si,Si,No,Si,Si,Si,No,No,Si,No,Si,Impulsivo,No,Solo,10,No
13,8,Femenino,2023,Rafael Uribe Uribe,Nuclear,Tios,1,Obrero,Universitario,6,No,Si,Si,Si,No,No,No,No,Si,Si,No,Impulsivo,Si,Solo,13,No
15,13,Masculino,2021,Rafael Uribe Uribe,Extendida,Abuelos,2,Agricultor,Secundaria,6,No,Si,Si,Si,No,Si,No,Si,Si,Si,No,Impulsivo,No,Solo,6,No
16,7,Masculino,2021,Fontibon,Monoparental,Otros familiares,1,Empleado,Secundaria,2,No,Si,Si,No,Si,Si,Si,Si,Si,No,No,Premeditado,No,Solo,9,Si
16,7,Femenino,2017,Tunjuelito,Monoparental,Abuelos,3,Profesional,Universitario,4,No,Si,Si,Si,Si,Si,Si,No,No,No,No,Premeditado,Si,Con otras personas,12,No
15,12,Femenino,2023,Antonio Narino,Monoparental,Abuelos,1,Ambulante,Secundaria,8,Si,No,Si,Si,No,No,No,Si,Si,No,No,Premeditado,Si,Con otras personas,9,Si
15,10,Femenino,2021,Kennedy,Monoparental,Hermanos,3,Agricultor,Universitario,3,Si,Si,No,Si,Si,Si,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,14,Si
16,13,Femenino,2018,Ciudad Bolivar,Monoparental,Padres,1,Agricultor,Secundaria,9,Si,No,No,Si,Si,No,Si,No,Si,Si,No,Premeditado,No,Con otras personas,8,Si
17,9,Femenino,2016,Tunjuelito,Extendida,Hermanos,7,Desempleado,Universitario,5,No,Si,Si,No,No,No,Si,No,Si,No,Si,Premeditado,No,Solo,12,No
15,9,Femenino,2024,La Candelaria,Nuclear,Abuelos,1,Profesional,Tecnico,2,No,Si,Si,Si,Si,No,Si,Si,Si,Si,No,Premeditado,Si,Solo,7,Si
14,10,Femenino,2021,Antonio Narino,Monoparental,Hermanos,4,Desempleado,Secundaria,2,No,Si,No,Si,No,No,No,No,No,Si,Si,Premeditado,No,Solo,10,Si
15,13,Femenino,2021,Antonio Narino,Nuclear,Hermanos,4,Empleado,Primaria,3,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,Premeditado,Si,Con otras personas,6,Si
14,7,Masculino,2022,Rafael Uribe Uribe,Extendida,Tios,6,Desempleado,Secundaria,4,No,Si,Si,No,Si,Si,No,Si,No,No,Si,Impulsivo,Si,Con otras personas,12,No
15,8,Femenino,2024,Teusaquillo,Nuclear,Padres,1,Ambulante,Tecnico,8,No,No,Si,Si,Si,No,Si,Si,Si,No,No,Premeditado,Si,Solo,11,Si
14,11,Masculino,2017,Usaquen,Nuclear,Otros familiares,3,Independiente,Primaria,7,No,No,Si,Si,Si,Si,Si,No,Si,Si,No,Impulsivo,No,Con otras personas,7,No
15,11,Femenino,2015,Engativa,Extendida,Abuelos,3,Profesional,Primaria,9,Si,Si,No,No,Si,Si,No,Si,Si,No,Si,Impulsivo,No,Solo,11,Si
15,13,Femenino,2016,Bosa,Nuclear,Hermanos,6,Agricultor,Tecnico,8,No,Si,Si,Si,No,No,No,Si,Si,No,Si,Impulsivo,Si,Con otras personas,6,No
14,7,Femenino,2016,Kennedy,Extendida,Tios,4,Profesional,Secundaria,4,Si,Si,No,No,No,Si,No,Si,No,Si,Si,Premeditado,Si,Solo,6,No
17,12,Masculino,2019,Engativa,Monoparental,Padres,1,Ambulante,Primaria,3,Si,Si,No,No,No,Si,Si,No,Si,Si,Si,Premeditado,Si,Solo,9,Si
15,8,Masculino,2021,Tunjuelito,Monoparental,Abuelos,2,Agricultor,Primaria,9,No,No,Si,Si,No,Si,Si,No,No,Si,Si,Impulsivo,Si,Con otras personas,14,Si
14,8,Femenino,2023,Puente Aranda,Nuclear,Otros familiares,1,Profesional,Primaria,1,Si,No,No,Si,Si,Si,Si,No,Si,Si,Si,Impulsivo,Si,Solo,10,Si
15,10,Femenino,2015,Puente Aranda,Nuclear,Otros familiares,4,Independiente,Universitario,5,No,Si,Si,No,Si,Si,No,No,No,No,Si,Premeditado,Si,Solo,13,No
16,11,Masculino,2023,Rafael Uribe Uribe,Monoparental,Otros familiares,3,Obrero,Universitario,3,Si,No,Si,No,No,No,Si,Si,No,Si,Si,Impulsivo,No,Solo,13,Si
14,7,Masculino,2016,La Candelaria,Extendida,Hermanos,1,Profesional,Universitario,6,Si,Si,No,No,No,No,No,Si,Si,No,No,Premeditado,Si,Solo,14,No
15,13,Masculino,2024,Rafael Uribe Uribe,Nuclear,Tios,2,Agricultor,Secundaria,9,No,No,No,Si,No,No,Si,Si,No,No,No,Impulsivo,Si,Con otras personas,13,Si
17,10,Masculino,2016,Barrios Unidos,Extendida,Abuelos,2,Ambulante,Universitario,1,Si,No,Si,No,Si,Si,Si,No,Si,No,Si,Premeditado,No,Solo,10,No
13,11,Femenino,2017,Teusaquillo,Nuclear,Padres,3,Agricultor,Tecnico,8,No,Si,Si,No,No,No,No,No,No,No,No,Impulsivo,Si,Solo,12,No
14,11,Femenino,2015,Teusaquillo,Extendida,Abuelos,4,Independiente,Secundaria,6,No,Si,Si,No,No,Si,No,No,Si,Si,Si,Impulsivo,No,Con otras personas,11,Si
17,8,Masculino,2022,Santa Fe,Extendida,Otros familiares,4,Independiente,Universitario,9,Si,No,No,No,No,No,Si,No,Si,Si,No,Premeditado,Si,Solo,10,No
15,9,Masculino,2016,Antonio Narino,Nuclear,Hermanos,5,Ambulante,Universitario,4,Si,Si,Si,No,Si,No,No,No,Si,Si,No,Premeditado,No,Solo,12,No
16,7,Masculino,2019,San Cristobal,Extendida,Padres,4,Empleado,Secundaria,6,No,No,No,Si,Si,No,Si,No,Si,Si,Si,Premeditado,Si,Solo,8,Si
16,13,Masculino,2017,San Cristobal,Monoparental,Padres,5,Independiente,Primaria,3,No,No,No,Si,Si,Si,No,No,Si,Si,No,Premeditado,No,Solo,12,Si
16,7,Femenino,2018,Santa Fe,Nuclear,Tios,2,Profesional,Primaria,3,Si,No,Si,No,No,Si,No,Si,No,No,No,Impulsivo,Si,Solo,6,Si
14,8,Femenino,2023,Tunjuelito,Extendida,Otros familiares,7,Obrero,Universitario,1,No,Si,No,No,Si,Si,No,Si,Si,Si,No,Impulsivo,No,Solo,8,Si
